team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Gambia National Team,Gambia,2021,Gambia,5,3,2,0,3,1,2,1,1,0,1,1,0,2.0,1.33,3.0,2,0,0,4,4,3,1,7,5,2,2,2,3,0,-1,2,113,134,90,150,90,0,3,1,2,1,1,0,1,1,0,3,1,2,9,3,6,13,7,6,38,34,44,40,19,21,12,6,6,28,13,15,67,34,33,1,0,1,0,0,0,1,0,1,1,0,1,4,3,1,0,0,0,1.4,1.0,2.0,1.4,1.67,1.0,0.8,0.67,1.0,0.6,1.0,0.0,0.2,0.0,0.5,0.2,0.0,0.5,0.0,0.0,0.0,5,2,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,3,5,5,5,5,0,1,3,3,3,3,0,2,2,2,2,2,100,40,0,0,0,0,100,67,0,0,0,0,100,0,0,0,0,0,0,60,100,100,100,100,0,33,100,100,100,100,0,100,100,100,100,100,1,0,0,0,0,0,1,0,0,20,0,0,0,0,0,50,0,0,60,33,100,-42,60,33,100,20,33,0,20,33,0,60,33,100,5,3,2,100,100,100,4,3,1,80,100,50,0,0,0,0,0,0,20,0,50,80,100,50,0,0,0,1.8,1.0,3.0,2.6,2.33,3.0,100,60,40,20,20,20,0,0,0.81,0.67,1.02,1.92,1.94,1.91,40,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,20,33,0,20,33,0,0
Sudan National Team,Sudan,2021,Sudan,3,1,2,0,0,0,0,1,1,0,2,0,2,0.33,1.0,0.0,4,0,0,21,1,4,-3,5,0,5,0,1,0,4,0,-3,273,0,180,68,0,45,1,1,0,1,0,1,2,1,1,0,0,0,8,3,5,4,2,2,40,41,40,26,11,15,10,5,5,16,6,10,41,18,23,0,0,0,3,0,3,-3,0,-3,0,0,0,1,1,0,2,0,2,0.33,1.0,0.0,1.67,0.0,2.5,0.33,0.0,0.5,1.33,0.0,2.0,1.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,1.5,2,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,2,2,2,3,3,1,1,1,1,1,1,0,1,1,1,2,2,67,33,33,33,0,0,0,0,0,0,0,0,100,50,50,50,0,0,33,67,67,67,100,100,100,100,100,100,100,100,0,50,50,50,100,100,2,1,0,0,0,0,2,1,0,67,33,0,0,0,0,100,50,0,0,0,0,0,33,100,0,33,0,50,67,100,50,0,0,0,1,1,0,33,100,0,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,100,0,67,0,100,2.67,3.0,2.5,1.33,2.0,1.0,33,33,33,33,33,33,33,33,0.99,1.32,0.83,1.61,1.19,1.82,33,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,33,100,0,67,0,100,33
Cape Verde Islands National Team,Cape Verde Islands,2021,Cape Verde,4,2,2,0,1,0,1,1,1,0,2,1,1,1.0,0.5,1.5,2,0,0,15,2,4,-2,6,3,3,1,1,2,2,-1,-1,180,180,180,90,90,90,1,0,1,1,1,0,2,1,1,1,0,1,21,14,7,7,2,5,46,46,47,32,14,18,9,2,7,23,12,11,51,29,22,1,0,1,2,2,0,-1,-2,1,1,0,1,1,0,1,2,2,0,1.0,0.0,2.0,1.5,1.5,1.5,0.5,0.5,0.5,1.0,1.0,1.0,0.75,1.0,0.5,0.25,0.0,0.5,0.5,1.0,0.0,4,2,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,2,4,4,4,4,0,1,2,2,2,2,0,1,2,2,2,2,100,50,0,0,0,0,100,50,0,0,0,0,100,50,0,0,0,0,0,50,100,100,100,100,0,50,100,100,100,100,0,50,100,100,100,100,3,0,0,2,0,0,1,0,0,75,0,0,100,0,0,50,0,0,25,0,50,0,25,0,50,25,50,0,50,50,50,25,0,50,2,0,2,50,0,100,3,2,1,75,100,50,0,0,0,0,0,0,25,0,50,25,0,50,50,100,0,5.25,7.0,3.5,1.75,1.0,2.5,100,75,75,75,50,25,25,25,0.89,0.68,1.12,1.4,1.5,1.31,25,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,25,50,0,50,50,50,25
Guinea-Bissau National Team,Guinea-Bissau,2021,Guinea-Bissau,3,2,1,0,0,0,0,1,0,1,2,2,0,0.33,0.0,1.0,3,0,0,22,0,3,-3,3,3,0,0,0,3,0,-3,0,0,0,0,90,60,0,1,0,1,0,0,0,3,2,1,0,0,0,9,6,3,4,3,1,48,43,59,30,20,10,11,7,4,19,13,6,41,29,12,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,0,1,2,2,2,2,1,1,1,1,1,1,67,33,0,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,33,67,100,100,100,100,0,50,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,33,0,100,0,0,0,100,100,100,0,0,0,3,2,1,100,100,100,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,3.0,3.0,3.0,1.33,1.5,1.0,67,67,67,33,33,0,0,0,1.09,1.05,1.19,1.68,1.86,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,33,0,100,67,100,0,0
Ethiopia National Team,Ethiopia,2021,Ethiopia,3,1,2,0,0,0,0,1,0,1,2,1,1,0.33,0.0,0.5,4,0,0,23,2,6,-4,8,1,7,0,2,1,5,-1,-3,134,0,90,45,90,36,0,0,0,2,0,2,1,1,0,1,0,1,8,1,7,6,3,3,48,44,50,31,7,24,11,2,9,20,5,15,34,11,23,1,0,1,3,1,2,-2,-1,-1,0,0,0,1,0,1,2,1,1,0.33,0.0,0.5,2.67,1.0,3.5,0.67,0.0,1.0,2.0,1.0,2.5,1.33,1.0,1.5,0.33,0.0,0.5,1.0,1.0,1.0,3,2,1,1,1,0,1,0,0,0,0,0,2,2,1,1,1,0,0,1,2,2,2,3,0,1,1,1,1,1,0,0,1,1,1,2,100,67,33,33,33,0,100,0,0,0,0,0,100,100,50,50,50,0,0,33,67,67,67,100,0,100,100,100,100,100,0,0,50,50,50,100,3,1,0,1,0,0,2,1,0,100,33,0,100,0,0,100,50,0,0,0,0,-25,0,0,0,67,0,100,33,100,0,33,0,50,0,0,0,0,0,0,2,1,1,67,100,50,1,0,1,33,0,50,0,0,0,33,0,50,67,100,50,2.67,1.0,3.5,2.0,3.0,1.5,100,67,33,33,33,0,0,0,1.08,0.73,1.25,1.71,1.75,1.69,67,1,0,0,0,0,1,0,0,0,1,0,1,0,1,2,1,0,0,33,0,50,67,100,50,0
Gabon National Team,Gabon,2021,Gabon,4,2,2,0,1,0,1,3,2,1,0,0,0,1.5,1.0,2.0,2,0,0,11,5,4,1,9,6,3,3,2,3,1,0,1,72,60,90,90,60,180,1,0,1,3,2,1,0,0,0,2,1,1,18,7,11,14,5,9,44,43,45,57,28,29,20,10,10,37,18,19,105,52,53,2,1,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,1.5,1.5,1.5,2.25,3.0,1.5,1.25,1.5,1.0,1.0,1.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,4,3,1,1,0,0,2,2,1,1,0,0,2,1,0,0,0,0,0,1,3,3,4,4,0,0,1,1,2,2,0,1,2,2,2,2,100,75,25,25,0,0,100,100,50,50,0,0,100,50,0,0,0,0,0,25,75,75,100,100,0,0,50,50,100,100,0,50,100,100,100,100,4,0,0,2,0,0,2,0,0,100,0,0,100,0,0,100,0,0,25,0,50,-15,25,0,50,75,100,50,0,0,0,50,50,50,2,1,1,50,50,50,2,1,1,50,50,50,0,0,0,0,0,0,50,50,50,0,0,0,50,50,50,4.5,3.5,5.5,3.5,2.5,4.5,75,50,25,25,25,25,25,25,1.59,1.41,1.78,1.41,1.03,1.8,75,0,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0,1,1,75,100,50,0,0,0,25
Ivory Coast National Team,Ivory Coast,2023,Ivory Coast,7,3,4,0,4,2,2,1,0,1,2,1,1,1.86,2.0,1.75,3,0,0,2,8,8,0,16,4,12,3,5,1,7,2,-2,79,90,72,79,273,51,2,2,0,3,0,3,2,1,1,2,2,0,37,17,20,17,2,15,58,61,56,88,35,53,34,12,22,54,23,31,114,37,77,1,1,0,3,0,3,-2,1,-3,1,1,0,3,2,1,3,0,3,0.86,1.67,0.25,2.29,1.33,3.0,1.14,1.0,1.25,1.14,0.33,1.75,0.57,0.33,0.75,0.14,0.33,0.0,0.43,0.0,0.75,7,5,3,1,0,0,3,1,0,0,0,0,4,4,3,1,0,0,0,2,4,6,7,7,0,2,3,3,3,3,0,0,1,3,4,4,100,71,43,14,0,0,100,33,0,0,0,0,100,100,75,25,0,0,0,29,57,86,100,100,0,67,100,100,100,100,0,0,25,75,100,100,4,0,0,1,0,0,3,0,0,57,0,0,33,0,0,75,0,0,57,67,50,30,29,67,0,43,0,75,29,33,25,29,67,0,4,3,1,57,100,25,6,2,4,86,67,100,0,0,0,0,0,0,14,33,0,43,67,25,43,0,75,5.29,5.67,5.0,2.43,0.67,3.75,100,100,71,56,56,43,0,0,1.49,1.38,1.58,1.09,1.0,1.17,14,1,0,0,0,0,1,2,0,3,1,0,0,1,1,1,0,3,1,14,0,25,29,33,25,0
Ghana National Team,Ghana,2023,Ghana,3,1,2,0,0,0,0,2,0,2,1,1,0,0.67,0.0,1.0,3,0,0,18,5,6,-1,11,3,8,1,4,2,4,-1,0,54,90,45,45,45,45,0,0,0,3,1,2,0,0,0,2,0,2,9,2,7,9,3,6,43,47,41,21,9,12,11,2,9,10,7,3,69,17,52,2,0,2,1,1,0,1,-1,2,2,0,2,0,0,0,1,1,0,2.0,0.0,3.0,3.67,3.0,4.0,1.67,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.67,0.0,1.0,0.33,1.0,0.0,3,3,3,2,0,0,1,1,1,0,0,0,2,2,2,2,0,0,0,0,0,1,3,3,0,0,0,1,1,1,0,0,0,0,2,2,100,100,100,67,0,0,100,100,100,0,0,0,100,100,100,100,0,0,0,0,0,33,100,100,0,0,0,100,100,100,0,0,0,0,100,100,3,0,0,1,0,0,2,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,67,0,100,2,0,2,67,0,100,1,1,0,33,100,0,0,0,0,0,0,0,67,0,100,0,0,0,33,100,0,3.0,2.0,3.5,3.0,3.0,3.0,100,33,33,0,0,0,0,0,0.95,1.0,0.93,1.28,1.26,1.29,100,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,3,67,0,100,33,100,0,0
Nigeria National Team,Nigeria,2023,Nigeria,7,5,2,0,4,2,2,2,2,0,1,1,0,2.0,1.6,3.0,2,0,0,1,8,4,4,12,10,2,6,2,4,0,2,2,79,75,90,158,113,0,4,2,2,3,3,0,0,0,0,6,4,2,26,18,8,12,8,4,43,43,43,66,50,16,31,27,4,35,23,12,127,87,40,5,4,1,1,1,0,4,3,1,4,3,1,3,2,1,0,0,0,2.14,2.2,2.0,1.71,2.0,1.0,1.14,1.2,1.0,0.57,0.8,0.0,0.86,1.0,0.5,0.71,0.8,0.5,0.14,0.2,0.0,7,4,1,0,0,0,5,4,1,0,0,0,2,0,0,0,0,0,0,3,6,7,7,7,0,1,4,5,5,5,0,2,2,2,2,2,100,57,14,0,0,0,100,80,20,0,0,0,100,0,0,0,0,0,0,43,86,100,100,100,0,20,80,100,100,100,0,100,100,100,100,100,5,1,0,4,1,0,1,0,0,71,14,0,80,20,0,50,0,0,57,40,100,-18,57,40,100,43,60,0,0,0,0,86,80,100,6,4,2,86,80,100,2,1,1,29,20,50,1,1,0,14,20,0,57,60,50,43,40,50,0,0,0,3.71,3.6,4.0,1.71,1.6,2.0,56,56,56,28,28,0,0,0,1.25,1.35,0.99,1.26,1.19,1.45,14,0,0,0,4,1,1,1,0,1,0,0,0,1,0,0,1,0,2,29,40,0,14,20,0,0
Cameroon National Team,Cameroon,2023,Cameroon,4,1,3,0,1,0,1,1,1,0,2,0,2,1.0,1.0,1.0,3,0,0,14,5,8,-3,13,2,11,1,4,1,7,0,-3,72,90,68,45,90,39,0,0,0,3,1,2,1,0,1,1,0,1,20,5,15,7,2,5,58,70,54,29,10,19,10,4,6,19,6,13,56,14,42,0,0,0,3,1,2,-3,-1,-2,0,0,0,1,0,1,3,1,2,0.25,0.0,0.33,3.25,2.0,3.67,1.25,1.0,1.33,2.0,1.0,2.33,0.75,1.0,0.67,0.0,0.0,0.0,0.75,1.0,0.67,4,4,2,2,1,0,1,1,0,0,0,0,3,3,2,2,1,0,0,0,2,2,3,4,0,0,1,1,1,1,0,0,1,1,2,3,100,100,50,50,25,0,100,100,0,0,0,0,100,100,67,67,33,0,0,0,50,50,75,100,0,0,100,100,100,100,0,0,33,33,67,100,3,0,0,1,0,0,2,0,0,75,0,0,100,0,0,67,0,0,25,0,33,15,0,0,0,75,100,67,25,0,33,25,0,33,1,0,1,25,0,33,4,1,3,100,100,100,0,0,0,0,0,0,0,0,0,25,0,33,75,100,67,5.0,5.0,5.0,1.75,2.0,1.67,50,50,50,50,50,50,25,25,1.06,1.34,0.97,1.19,0.71,1.35,75,0,0,0,0,0,2,0,0,3,1,1,0,1,0,0,0,2,3,25,100,0,50,0,67,25
Algeria National Team,Algeria,2023,Algeria,3,2,1,0,0,0,0,2,2,0,1,0,1,0.67,1.0,0.0,4,0,0,21,3,4,-1,7,6,1,3,0,3,1,0,-1,90,60,0,68,60,90,0,0,0,2,2,0,1,0,1,1,1,0,24,18,6,9,6,3,68,65,75,39,24,15,16,9,7,23,15,8,39,24,15,1,1,0,2,1,1,-1,0,-1,1,1,0,0,0,0,2,1,1,1.0,1.5,0.0,2.33,3.0,1.0,1.0,1.5,0.0,1.33,1.5,1.0,1.0,1.0,1.0,0.33,0.5,0.0,0.67,0.5,1.0,3,2,1,1,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,1,2,2,3,3,0,0,1,1,2,2,0,1,1,1,1,1,100,67,33,33,0,0,100,100,50,50,0,0,100,0,0,0,0,0,0,33,67,67,100,100,0,0,50,50,100,100,0,100,100,100,100,100,3,0,0,2,0,0,1,0,0,100,0,0,100,0,0,100,0,0,0,0,0,19,0,0,0,67,100,0,33,0,100,33,50,0,1,1,0,33,50,0,2,1,1,67,50,100,0,0,0,0,0,0,33,50,0,0,0,0,67,50,100,8.0,9.0,6.0,3.0,3.0,3.0,67,67,67,67,67,33,33,33,1.63,1.5,1.88,1.03,0.78,1.53,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,67,100,0,33,0,100,33
Senegal National Team,Senegal,2023,Senegal,4,3,1,0,3,2,1,1,1,0,0,0,0,2.5,2.33,3.0,1,0,0,4,9,2,7,11,9,2,7,2,2,0,5,2,40,39,45,180,134,0,2,1,1,2,2,0,0,0,0,4,3,1,25,19,6,9,7,2,51,52,49,35,28,7,19,16,3,16,12,4,67,52,15,3,3,0,0,0,0,3,3,0,3,3,0,1,0,1,0,0,0,2.5,3.0,1.0,2.75,3.0,2.0,2.25,2.33,2.0,0.5,0.67,0.0,0.75,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,4,4,2,1,0,0,3,3,2,1,0,0,1,1,0,0,0,0,0,0,2,3,4,4,0,0,1,2,3,3,0,0,1,1,1,1,100,100,50,25,0,0,100,100,67,33,0,0,100,100,0,0,0,0,0,0,50,75,100,100,0,0,33,67,100,100,0,0,100,100,100,100,3,0,0,3,0,0,0,0,0,75,0,0,100,0,0,0,0,0,75,67,100,-15,50,33,100,50,67,0,0,0,0,100,100,100,4,3,1,100,100,100,1,0,1,25,0,100,0,0,0,0,0,0,75,100,0,25,0,100,0,0,0,6.25,6.33,6.0,2.25,2.33,2.0,75,75,50,25,25,25,25,25,1.21,1.32,0.88,0.99,1.11,0.63,0,2,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,2,25,33,0,0,0,0,25
South Africa National Team,South Africa,2023,South Africa,7,3,4,0,2,1,1,4,2,2,1,0,1,1.43,1.67,1.25,2,0,0,5,7,3,4,10,4,6,4,3,0,3,4,0,90,68,120,209,0,120,5,3,2,1,0,1,4,2,2,2,1,1,26,13,13,8,1,7,52,51,52,71,27,44,40,16,24,31,11,20,93,39,54,3,3,0,0,0,0,3,3,0,1,1,0,6,2,4,0,0,0,1.29,1.67,1.0,1.43,1.33,1.5,1.0,1.33,0.75,0.43,0.0,0.75,0.43,1.0,0.0,0.43,1.0,0.0,0.0,0.0,0.0,4,4,1,1,0,0,1,1,1,1,0,0,3,3,0,0,0,0,3,3,6,6,7,7,2,2,2,2,3,3,1,1,4,4,4,4,57,57,14,14,0,0,33,33,33,33,0,0,75,75,0,0,0,0,43,43,86,86,100,100,67,67,67,67,100,100,25,25,100,100,100,100,1,1,1,1,1,1,0,0,0,14,14,14,33,33,33,0,0,0,29,33,25,67,71,100,50,14,0,25,57,67,50,29,33,25,7,3,4,100,100,100,6,2,4,86,67,100,0,0,0,0,0,0,14,33,0,86,67,100,0,0,0,3.71,4.33,3.25,1.14,0.33,1.75,71,71,43,28,28,14,14,14,1.31,1.23,1.37,1.42,1.2,1.59,14,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,2,0,0,57,67,50,14,0,25,0
Guinea National Team,Guinea,2023,Guinea,5,2,3,0,2,1,1,1,0,1,2,1,1,1.4,1.5,1.33,2,0,0,9,4,6,-2,10,3,7,1,3,2,4,-1,-1,113,180,90,75,90,68,2,1,1,2,0,2,1,1,0,4,1,3,13,7,6,10,4,6,49,53,47,35,16,19,21,9,12,14,7,7,77,27,50,2,0,2,1,0,1,1,0,1,1,0,1,4,2,2,0,0,0,1.4,1.0,1.67,2.0,1.5,2.33,0.8,0.5,1.0,1.2,1.0,1.33,0.6,0.0,1.0,0.4,0.0,0.67,0.2,0.0,0.33,5,3,1,1,0,0,2,1,0,0,0,0,3,2,1,1,0,0,0,2,4,4,5,5,0,1,2,2,2,2,0,1,2,2,3,3,100,60,20,20,0,0,100,50,0,0,0,0,100,67,33,33,0,0,0,40,80,80,100,100,0,50,100,100,100,100,0,33,67,67,100,100,2,1,0,0,0,0,2,1,0,40,20,0,0,0,0,67,33,0,40,50,33,-11,40,50,33,40,0,67,20,50,0,80,50,100,4,2,2,80,100,67,3,2,1,60,100,33,1,0,1,20,0,33,20,0,33,80,100,67,0,0,0,2.6,3.5,2.0,2.0,2.0,2.0,40,20,20,20,20,20,0,0,1.03,1.25,0.88,0.91,0.83,0.96,40,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,2,0,2,20,0,33,40,50,33,0
Angola National Team,Angola,2023,Angola,5,2,3,0,3,2,1,1,0,1,1,0,1,2.0,3.0,1.33,1,0,0,6,9,4,5,13,5,8,5,4,0,4,5,0,50,36,68,113,0,68,2,2,0,2,0,2,1,0,1,3,2,1,27,7,20,10,5,5,47,49,45,46,16,30,23,11,12,23,5,18,79,29,50,4,3,1,3,0,3,1,3,-2,2,2,0,1,0,1,2,0,2,1.4,3.0,0.33,2.6,2.5,2.67,1.8,2.5,1.33,0.8,0.0,1.33,1.4,1.5,1.33,0.8,1.5,0.33,0.6,0.0,1.0,5,4,2,1,1,0,2,2,1,0,0,0,3,2,1,1,1,0,0,1,3,4,4,5,0,0,1,2,2,2,0,1,2,2,2,3,100,80,40,20,20,0,100,100,50,0,0,0,100,67,33,33,33,0,0,20,60,80,80,100,0,0,50,100,100,100,0,33,67,67,67,100,5,2,0,2,1,0,3,1,0,100,40,0,100,50,0,100,33,0,60,100,33,70,40,100,0,40,0,67,20,0,33,60,100,33,2,2,0,40,100,0,2,0,2,40,0,67,1,0,1,20,0,33,40,100,0,20,0,33,40,0,67,5.4,3.5,6.67,2.0,2.5,1.67,100,100,80,60,60,40,40,40,1.11,1.1,1.12,1.4,1.37,1.43,60,0,0,1,2,2,1,2,0,1,0,1,0,0,2,1,0,0,0,20,0,33,20,0,33,40
Burkina Faso National Team,Burkina,2023,Burkina Faso,4,1,3,0,1,1,0,1,0,1,2,0,2,1.0,3.0,0.33,2,0,0,15,4,6,-2,10,1,9,1,3,0,6,1,-3,90,90,90,60,0,45,1,1,0,2,0,2,1,0,1,2,1,1,13,3,10,12,3,9,48,62,44,35,10,25,19,6,13,16,4,12,67,21,46,1,0,1,2,0,2,-1,0,-1,1,0,1,1,1,0,2,0,2,1.0,1.0,1.0,2.5,1.0,3.0,1.0,1.0,1.0,1.5,0.0,2.0,0.75,0.0,1.0,0.25,0.0,0.33,0.5,0.0,0.67,4,3,2,1,0,0,1,0,0,0,0,0,3,3,2,1,0,0,0,1,2,3,4,4,0,1,1,1,1,1,0,0,1,2,3,3,100,75,50,25,0,0,100,0,0,0,0,0,100,100,67,33,0,0,0,25,50,75,100,100,0,100,100,100,100,100,0,0,33,67,100,100,3,0,0,0,0,0,3,0,0,75,0,0,0,0,0,100,0,0,25,100,0,50,25,100,0,50,0,67,25,0,33,50,100,33,2,1,1,50,100,33,3,1,2,75,100,67,0,0,0,0,0,0,25,0,33,25,100,0,50,0,67,3.25,3.0,3.33,3.0,3.0,3.0,50,25,0,0,0,0,0,0,1.21,1.4,1.14,1.29,1.23,1.3,25,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,2,25,0,33,50,0,67,0
